faceId	faceTopDimension	faceLeftDimension	faceWidthDimension	faceHeightDimension	Smile	pitch	roll	yaw	gender	age	moustache	beard	sideburns	glasses	anger	contempt	disgust	fear	hapiness	neutral	sadness	surprise	blurlevel	blurvalue	exposurelevel	exposurevalue	noiselevel	noisevalue	eymakeup	lipmakeup	foreheadoccluded	eyeoccluded	mouthoccluded	hair-bald	hair-invisible	img_name
c48ca64d-1a72-436e-a6bb-bed763822a3e	95	65	88	88	1	0	1.7	-17.4	female	30.8	0	0	0	ReadingGlasses	0	0	0	0	1	0	0	0	low	0	goodExposure	0.53	low	0	TRUE	TRUE	FALSE	FALSE	FALSE	0.02	FALSE	vc542_cb.jpeg
9e68a176-a274-49e5-829f-1efb0c463325	97	140	143	143	1	0	-8.1	7.6	male	49.7	0	0	0	NoGlasses	0	0	0	0	1	0	0	0	low	0.08	goodExposure	0.59	low	0.04	FALSE	FALSE	FALSE	FALSE	FALSE	0.12	FALSE	vc578_tw.jpeg
ef2bd6a7-97da-4a9e-9d9e-db7b7bb77bdb	85	61	109	109	1	0	-8.8	-5.3	male	31	0.6	0.4	0.4	NoGlasses	0	0	0	0	1	0	0	0	medium	0.52	goodExposure	0.58	medium	0.46	TRUE	TRUE	FALSE	FALSE	FALSE	0.01	FALSE	vc624_cb.jpeg
0b83aac9-83ee-4302-8300-f2f9274be256	61	78	107	107	0.449	0	-4.3	18.9	male	46.3	0.1	0.1	0	NoGlasses	0	0.005	0	0	0.449	0.544	0.001	0	medium	0.37	overExposure	0.76	low	0	FALSE	TRUE	FALSE	FALSE	FALSE	0.95	FALSE	vc119_cb.jpeg
9de0c267-613d-4104-b6c2-896d7d0fa346	56	86	92	92	1	0	-2.5	2.3	female	48.5	0	0	0	NoGlasses	0	0	0	0	1	0	0	0	medium	0.47	goodExposure	0.66	medium	0.39	TRUE	TRUE	FALSE	FALSE	FALSE	0	FALSE	vc880_cb.jpeg
c2956cd8-e075-4112-9e64-d05db7a4366f	65	91	82	82	1	0	13.9	22.4	male	40.1	0.2	0	0.1	NoGlasses	0	0	0	0	1	0	0	0	low	0	overExposure	0.97	low	0.25	TRUE	FALSE	FALSE	FALSE	FALSE	0.04	FALSE	vc237_tw.jpeg
d7449b0a-f8eb-40f9-b018-efba5414d57c	86	72	97	97	1	0	-3.8	-1.1	male	35.2	0.3	0.4	0.3	NoGlasses	0	0	0	0	1	0	0	0	medium	0.53	overExposure	0.75	low	0	FALSE	FALSE	FALSE	FALSE	FALSE	0.03	FALSE	vc656_cb.jpeg
967a6576-d330-4204-9415-81a61e4b6eff	97	70	101	101	0.997	0	-3.5	0.5	male	32.1	0	0.1	0	NoGlasses	0	0	0	0	0.997	0.003	0	0	low	0.12	goodExposure	0.63	low	0	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	vc646_cb.jpeg
650408b8-81fc-454d-b5da-d85bfe55412e	79	72	96	96	1	0	-1	-6.3	male	40	0	0.2	0	ReadingGlasses	0	0	0	0	1	0	0	0	low	0.16	goodExposure	0.55	low	0	FALSE	FALSE	FALSE	FALSE	FALSE	0.01	FALSE	vc530_cb.jpeg
85e4f9c3-32e8-49a9-a3d7-35086adc779b	63	47	142	142	0.001	0	-4.7	-6.4	male	44.2	0.8	0.8	0.6	NoGlasses	0.081	0.016	0.001	0	0.001	0.9	0.001	0	low	0.14	goodExposure	0.51	low	0.07	FALSE	FALSE	FALSE	FALSE	FALSE	1	FALSE	vc2_cb.jpeg
aa9b5a8a-b0b2-4853-b296-edc585735c4f	57	90	71	71	0.23	0	-3.6	2	male	30.8	0.2	0.4	0.1	NoGlasses	0	0.005	0	0	0.23	0.764	0	0	low	0	overExposure	0.89	low	0	TRUE	TRUE	FALSE	FALSE	FALSE	0	FALSE	vc589_cb.jpeg
f2562562-6eb1-45a6-ae78-bb470fb9704e	81	68	99	99	1	0	3.8	-13.4	male	31.4	0.4	0.4	0.4	NoGlasses	0	0	0	0	1	0	0	0	low	0.17	goodExposure	0.7	low	0.29	TRUE	TRUE	FALSE	FALSE	FALSE	0.02	FALSE	vc599_cb.jpeg
dc17fb0e-fa00-4fac-aaee-3d2f0cbc71b3	65	82	110	110	1	0	1.5	16.1	female	27.5	0	0	0	ReadingGlasses	0	0	0	0	1	0	0	0	low	0.09	goodExposure	0.58	low	0.23	TRUE	TRUE	FALSE	FALSE	FALSE	0.01	FALSE	vc41_cb.jpeg
8072ab1c-dd2c-4960-80d5-0108c20a531c	42	109	52	52	0.989	0	6.8	13	male	52.3	0.3	0.2	0	NoGlasses	0	0.001	0	0	0.989	0.01	0	0	low	0	goodExposure	0.65	medium	0.38	FALSE	FALSE	FALSE	FALSE	FALSE	0.41	FALSE	vc871_tw.jpeg
54786322-1d67-4384-be38-cb9e4b1fa23d	123	66	161	161	0.938	0	2.3	21.6	male	39.7	0	0	0	NoGlasses	0	0	0	0	0.938	0.061	0	0	medium	0.66	goodExposure	0.74	low	0.22	FALSE	FALSE	FALSE	FALSE	FALSE	0.03	FALSE	vc51_cb.jpeg
d89c1701-0904-40c0-b06b-11376000c027	52	76	111	111	1	0	-11.1	5.6	female	33.9	0	0	0	NoGlasses	0	0	0	0	1	0	0	0	high	0.93	goodExposure	0.68	medium	0.32	TRUE	TRUE	FALSE	FALSE	FALSE	0.01	FALSE	vc933_cb.jpeg
a922a385-a0a1-4d9f-ae69-a5159eca1a3d	106	107	69	69	1	0	2.2	-1	male	46.1	0	0	0	NoGlasses	0	0	0	0	1	0	0	0	medium	0.75	goodExposure	0.64	medium	0.35	FALSE	FALSE	FALSE	FALSE	FALSE	0.71	FALSE	vc763_cb.jpeg
a5d1bec6-56d6-46fa-9a29-c297ef91bf67	52	78	114	114	1	0	1.4	-1.2	male	44.3	0	0	0	NoGlasses	0	0	0	0	1	0	0	0	medium	0.61	goodExposure	0.51	medium	0.32	FALSE	FALSE	FALSE	FALSE	FALSE	0.95	FALSE	vc126_cb.jpeg
95fde6b9-b542-4117-8266-f39f5c7ca677	38	48	74	74	0.724	0	-1.4	-27.7	male	42.3	0	0	0	ReadingGlasses	0.001	0.004	0.001	0	0.724	0.268	0.001	0.001	medium	0.28	overExposure	0.83	low	0.14	FALSE	FALSE	FALSE	FALSE	FALSE	0.04	FALSE	vc136_cb.jpeg
d3788607-2c2c-4b15-b37b-acc526d2dd6d	60	82	97	97	0.371	0	7	4.9	male	33.6	0.1	0.3	0.1	NoGlasses	0	0.02	0.002	0	0.371	0.607	0.001	0	low	0.22	overExposure	0.81	low	0.3	FALSE	FALSE	FALSE	FALSE	FALSE	0.03	FALSE	vc338_cb.jpeg
6faea417-80f1-4d90-b465-c44ffd57e535	65	95	89	89	1	0	-6	1.8	male	39.6	0.1	0	0	NoGlasses	0	0	0	0	1	0	0	0	low	0.09	goodExposure	0.69	low	0	FALSE	TRUE	FALSE	FALSE	FALSE	0.99	FALSE	vc328_cb.jpeg
993314f4-7156-481a-92df-b53d34238959	75	75	66	66	1	0	-4	-5.1	male	41.7	0.1	0.1	0.2	NoGlasses	0	0	0	0	1	0	0	0	low	0	goodExposure	0.57	low	0	FALSE	FALSE	FALSE	FALSE	FALSE	0.05	FALSE	vc405_cb.jpeg
f70a15f8-ac16-4e34-9478-d17d3e7b0437	52	72	123	123	0	0	3.6	4.3	male	39.3	0	0.1	0	NoGlasses	0	0	0	0	0	0.999	0	0	medium	0.65	goodExposure	0.68	medium	0.43	FALSE	FALSE	FALSE	FALSE	FALSE	0.01	FALSE	vc391_cb.jpeg
2f7d9f5c-42fb-47ed-b08c-ff1768f269ca	68	65	115	115	1	0	-12.1	-3.7	male	40.4	0	0.2	0.2	NoGlasses	0	0	0	0	1	0	0	0	low	0.16	goodExposure	0.66	low	0.2	FALSE	FALSE	FALSE	FALSE	FALSE	0.98	FALSE	vc486_tw.jpeg
5e31436c-b8fa-4743-b26a-93db23224938	63	92	95	95	0.428	0	3.3	7.6	male	61.6	0	0	0.2	ReadingGlasses	0.011	0	0.02	0.001	0.428	0.018	0.518	0.003	low	0.19	goodExposure	0.71	low	0	FALSE	FALSE	FALSE	FALSE	FALSE	0.01	FALSE	vc806_cb.jpeg
c2d33abe-09b3-4757-b5c7-ba25a3cc4dd4	62	95	97	97	1	0	0.5	20.9	female	54.3	0	0	0	NoGlasses	0	0	0	0	1	0	0	0	high	0.91	goodExposure	0.66	low	0.26	TRUE	FALSE	FALSE	FALSE	FALSE	0.02	FALSE	vc816_cb.jpeg
c5365eae-c693-4e8f-9ce7-0ea03b99c2bc	115	90	156	156	1	0	-5.1	-9.9	male	30.9	0.1	0.1	0.1	NoGlasses	0	0	0	0	1	0	0	0	medium	0.27	goodExposure	0.66	low	0.23	TRUE	TRUE	FALSE	FALSE	FALSE	0.02	FALSE	vc54_tw.jpeg
ce7311ea-1e53-4e1d-98c6-940caee2c787	67	42	94	94	1	0	-6.3	-6.7	male	39.5	0.1	0.1	0	NoGlasses	0	0	0	0	1	0	0	0	medium	0.49	goodExposure	0.61	low	0	FALSE	FALSE	FALSE	FALSE	FALSE	0.03	FALSE	vc874_cb.jpeg
0d023fab-0685-437f-98c1-4694d6995ec4	123	113	223	223	0.617	0	-1.8	2.7	male	55.8	0	0.1	0	NoGlasses	0	0.001	0	0	0.617	0.383	0	0	low	0.17	goodExposure	0.72	low	0.12	FALSE	FALSE	FALSE	FALSE	FALSE	0.3	FALSE	vc792_tw.jpeg
bd5d8cba-6121-42d3-b971-da0dfda2ddbe	109	54	163	163	1	0	-1.7	5.5	male	32.7	0.1	0.1	0.1	NoGlasses	0	0	0	0	1	0	0	0	low	0	goodExposure	0.59	low	0	FALSE	FALSE	FALSE	FALSE	FALSE	0.71	FALSE	vc477_cb.jpeg
9b4daf50-bbc2-4467-96d6-eb28edc3ce30	76	75	81	81	1	0	-3.1	-8	female	29.8	0	0	0	NoGlasses	0	0	0	0	1	0	0	0	high	0.85	goodExposure	0.54	low	0.25	TRUE	TRUE	FALSE	FALSE	FALSE	0	FALSE	vc467_cb.jpeg
1fae6c7a-1148-4b56-a0ca-3d49784541d3	100	112	209	209	0.999	0	8	-16.4	male	39.8	0.4	0.2	0.1	NoGlasses	0	0	0	0	0.999	0	0	0	low	0.09	goodExposure	0.66	medium	0.59	FALSE	FALSE	FALSE	FALSE	FALSE	0.99	FALSE	vc653_tw.jpeg
14726301-3e48-41e9-bc49-00ffe0e64b71	59	74	93	93	0.456	0	2.2	0	female	37.8	0	0	0	NoGlasses	0	0.001	0	0	0.456	0.543	0	0	low	0.12	goodExposure	0.48	low	0	TRUE	TRUE	FALSE	FALSE	FALSE	0.01	FALSE	vc222_cb.jpeg
9efcca31-668b-4fb8-8ad0-53a11d208362	51	73	98	98	1	0	2.4	-3.6	female	38.1	0	0	0	NoGlasses	0	0	0	0	1	0	0	0	low	0	goodExposure	0.73	medium	0.46	TRUE	TRUE	FALSE	FALSE	FALSE	0	FALSE	vc208_tw.jpeg
6f0f88c4-b68c-4f56-a3c6-e77e34b9ef76	33	112	62	62	0.02	0	0.4	14.4	male	47.9	0.9	0.8	0.8	ReadingGlasses	0	0.001	0.001	0	0.02	0.977	0	0.001	medium	0.38	goodExposure	0.28	low	0.08	FALSE	FALSE	FALSE	FALSE	FALSE	0.42	FALSE	vc144_cb.jpeg
52f87512-707a-4aad-a21b-a74de588d205	128	177	134	134	1	0	0.1	0	male	29	0.2	0.1	0.2	ReadingGlasses	0	0	0	0	1	0	0	0	low	0.04	goodExposure	0.6	low	0.2	TRUE	TRUE	FALSE	FALSE	FALSE	0.02	FALSE	vc370_tw.jpeg
8c7dd568-987a-4f7a-a696-3799eb1f5f58	133	162	189	189	1	0	-0.7	2.9	male	39.5	0.1	0	0	ReadingGlasses	0	0	0	0	1	0	0	0	low	0.04	goodExposure	0.63	low	0	FALSE	FALSE	FALSE	FALSE	FALSE	0.01	FALSE	vc7_tw.jpeg
954d213e-99a0-4cf1-a35a-d49abafd81d2	61	101	53	53	0.144	0	2.7	3.9	male	34.2	0.3	0.6	0.3	NoGlasses	0	0.006	0.001	0	0.144	0.848	0.001	0	medium	0.42	goodExposure	0.42	low	0.03	FALSE	FALSE	FALSE	FALSE	FALSE	0.01	FALSE	vc154_cb.jpeg
cee5cbad-0f89-4d01-a0b1-133bcb723265	40	152	49	49	0.414	0	-0.6	-4.1	male	58.5	0.2	0	0	NoGlasses	0.002	0.026	0.011	0.003	0.414	0.467	0.073	0.004	low	0	goodExposure	0.68	high	0.77	FALSE	FALSE	FALSE	FALSE	FALSE	0.09	FALSE	vc711_cb.jpeg
770a97c1-5f91-4fa9-b0a6-88ca57411a8f	67	82	139	139	1	0	0.4	-13.4	male	45.4	0	0.1	0.1	NoGlasses	0	0	0	0	1	0	0	0	low	0.05	goodExposure	0.55	low	0.17	FALSE	FALSE	FALSE	FALSE	FALSE	0.95	FALSE	vc525_tw.jpeg
375e0fa0-dac6-4cc7-a18e-c7ba55331e7a	36	139	54	54	1	0	-1.4	-3.6	male	33.7	0	0.2	0	NoGlasses	0	0	0	0	1	0	0	0	low	0.01	goodExposure	0.61	medium	0.69	FALSE	FALSE	FALSE	FALSE	FALSE	0.02	FALSE	vc669_cb.jpeg
614b2436-9167-4297-ada1-9f8b4ad0cb77	48	84	80	80	1	0	2.5	-8.5	female	26.4	0	0	0	NoGlasses	0	0	0	0	1	0	0	0	low	0.09	goodExposure	0.63	high	0.74	TRUE	TRUE	FALSE	FALSE	FALSE	0.01	FALSE	vc679_cb.jpeg
4cda0970-4de3-4a1a-8a55-f2cb5da8315c	68	42	94	94	0.723	0	-2.2	-20.1	male	27.4	0.1	0.1	0.2	NoGlasses	0	0.003	0	0	0.723	0.274	0	0	low	0.01	goodExposure	0.38	low	0	FALSE	FALSE	FALSE	FALSE	FALSE	0.36	FALSE	vc983_cb.jpeg
1a8eb3a1-4789-4ca4-b3d8-88c6d78401eb	102	27	185	185	1	0	-9	-0.9	male	45.8	0	0	0.1	NoGlasses	0	0	0	0	1	0	0	0	low	0.19	goodExposure	0.69	medium	0.41	FALSE	FALSE	FALSE	FALSE	FALSE	0.96	FALSE	vc172_cb.jpeg
9b9f5790-db47-437d-90f6-9a650394bfba	114	220	159	159	0.988	0	-2.2	4.8	female	40.8	0	0	0	NoGlasses	0	0	0.001	0.001	0.988	0	0.01	0	low	0	goodExposure	0.48	low	0	TRUE	TRUE	FALSE	FALSE	FALSE	0.01	FALSE	vc346_tw.jpeg
f6129b5b-d2ad-4e33-b7b9-93556fcd5c1e	83	66	142	142	0.996	0	-0.6	1.5	male	39.7	0.3	0.2	0	NoGlasses	0	0	0	0	0.996	0.004	0	0	medium	0.41	goodExposure	0.63	low	0.11	FALSE	FALSE	FALSE	FALSE	FALSE	0.09	FALSE	vc451_cb.jpeg
91713bd1-adc8-43c2-8ef5-7fb81bbaca91	94	75	106	106	0.958	0	9.6	4.5	male	46.1	0.1	0	0.2	ReadingGlasses	0.002	0	0.004	0	0.958	0.036	0	0	low	0.09	goodExposure	0.63	low	0	FALSE	FALSE	FALSE	FALSE	FALSE	0.1	FALSE	vc441_cb.jpeg
00209dd1-3ec0-4791-aded-99b089d06280	81	83	115	115	1	0	-0.1	-2.8	male	37.6	0	0.3	0	NoGlasses	0	0	0	0	1	0	0	0	medium	0.65	goodExposure	0.7	medium	0.56	FALSE	FALSE	FALSE	FALSE	FALSE	0.03	FALSE	vc580_cb.jpeg
4482bfc0-cd40-42ea-9882-51f26d07603f	64	6	112	112	1	0	2.5	-31.2	female	33.3	0	0	0	NoGlasses	0	0	0	0	1	0	0	0	medium	0.3	goodExposure	0.59	low	0	TRUE	TRUE	FALSE	FALSE	FALSE	0	FALSE	vc58_cb.jpeg
fb890b60-f305-4c55-aa63-25184e83bccc	177	190	201	201	1	0	-2.2	13	male	35.7	0	0	0.1	NoGlasses	0	0	0	0	1	0	0	0	low	0.23	goodExposure	0.68	medium	0.65	FALSE	FALSE	FALSE	FALSE	FALSE	0.07	FALSE	vc878_tw.jpeg
f5fa8a34-f3e8-444f-8e9e-58a6e365028b	64	93	86	86	0.108	0	-1.1	1.2	male	34	0.4	0.4	0.4	NoGlasses	0	0.002	0	0	0.108	0.89	0	0	low	0	goodExposure	0.74	low	0	TRUE	FALSE	FALSE	FALSE	FALSE	0.06	FALSE	vc842_cb.jpeg
e56f7ed9-c2aa-4627-ac2a-d90f08bee99e	293	300	118	118	0.942	0	-1.6	-0.1	male	4.6	0	0	0	NoGlasses	0	0	0	0	0.942	0.058	0.001	0	low	0	overExposure	0.81	low	0	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	vc297_tw.jpeg
6f15c018-ab0e-44cf-a87e-3bae6aaa7000	64	42	128	128	0.503	0	2.3	-18.1	male	45	0.4	0.3	0.1	NoGlasses	0	0.019	0	0	0.503	0.477	0.001	0	medium	0.38	goodExposure	0.68	low	0.14	FALSE	FALSE	FALSE	FALSE	FALSE	0.99	FALSE	vc852_cb.jpeg
5cf7970f-c2ff-4c52-936e-c4e14ba51c08	62	81	105	105	1	0	-3.1	-18.4	female	33.4	0	0	0	NoGlasses	0	0	0	0	1	0	0	0	low	0.04	goodExposure	0.7	low	0.02	TRUE	TRUE	FALSE	FALSE	FALSE	0.01	FALSE	vc694_cb.jpeg
c2885bad-fd19-498a-9cbb-affcf6be9b6e	57	72	90	90	0.973	0	1.9	-2.4	male	64.7	0	0	0.1	ReadingGlasses	0	0	0.002	0	0.973	0.025	0	0	low	0.05	overExposure	0.75	low	0.19	FALSE	FALSE	FALSE	FALSE	FALSE	0.03	FALSE	vc948_cb.jpeg
4098d0fe-5b8d-4499-8594-3a1dc0c94739	51	180	61	61	0.997	0	-7	-17.7	male	41.1	0.6	0.4	0.4	NoGlasses	0	0	0	0.001	0.997	0.001	0	0	low	0.11	goodExposure	0.65	low	0.1	FALSE	FALSE	FALSE	FALSE	FALSE	0.01	FALSE	vc183_tw.jpeg
2af3defb-af86-46e6-b801-b8b46413b770	77	79	83	83	1	0	-7.1	-7.3	female	38.6	0	0	0	NoGlasses	0	0	0	0	1	0	0	0	medium	0.45	goodExposure	0.43	low	0.09	TRUE	TRUE	FALSE	FALSE	FALSE	0.02	FALSE	vc83_cb.jpeg
81f68af1-437b-42c2-91c1-db875f4a261d	58	99	91	91	1	0	-1.3	-16.3	female	29.8	0	0	0	NoGlasses	0	0	0	0	1	0	0	0	high	0.8	overExposure	0.77	medium	0.34	FALSE	TRUE	FALSE	FALSE	FALSE	0.01	FALSE	vc93_cb.jpeg
33f8d76f-eba1-4592-8da2-b080427778d0	64	82	85	85	1	0	4	1.9	female	39.4	0	0	0	NoGlasses	0	0	0	0	1	0	0	0	low	0.11	goodExposure	0.61	low	0.11	TRUE	TRUE	FALSE	FALSE	FALSE	0	FALSE	vc433_cb.jpeg
9f869041-c1ea-4b1d-9513-e2023b25de17	155	209	75	75	1	0	-10.2	-2.1	male	31.6	0.3	0.3	0.3	NoGlasses	0	0	0	0	1	0	0	0	medium	0.32	goodExposure	0.61	low	0.29	TRUE	TRUE	FALSE	FALSE	FALSE	0.02	FALSE	vc607_tw.jpeg
a3cb2f2a-ce27-4e4a-a0bb-009bff05d849	38	87	50	50	0.011	0	-10.4	-12.3	male	30.8	0.1	0.3	0.2	NoGlasses	0	0.001	0	0	0.011	0.984	0	0.003	medium	0.72	goodExposure	0.66	low	0.09	TRUE	FALSE	FALSE	FALSE	FALSE	0.01	FALSE	vc423_cb.jpeg
8788fa7c-b715-49c1-98d2-21860bdb1d1d	51	95	60	60	0.001	0	6.7	-24.2	male	32.3	0.3	0.3	0.2	NoGlasses	0	0.001	0	0	0.001	0.998	0	0	low	0	goodExposure	0.59	medium	0.34	TRUE	FALSE	FALSE	FALSE	FALSE	0.02	FALSE	vc755_cb.jpeg
aaca2f43-3bba-469b-a23b-7423e85c6d15	137	116	221	221	1	0	-2.8	-12.2	male	33.2	0	0.4	0.1	NoGlasses	0	0	0	0	1	0	0	0	medium	0.75	goodExposure	0.75	medium	0.52	FALSE	FALSE	FALSE	FALSE	FALSE	0.02	FALSE	vc561_tw.jpeg
a7b84899-f74a-443e-9278-c65dc1e6cdc8	86	72	98	98	0.001	0	-1.8	-3.3	male	43.3	0.1	0	0	NoGlasses	0	0.001	0	0	0.001	0.999	0	0	medium	0.59	overExposure	0.81	low	0	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	vc745_cb.jpeg
cbab02e6-8a16-4439-be7b-e24ada4b53af	201	184	146	146	0.003	0	-1.6	1.5	male	31.7	0.3	0.3	0.2	NoGlasses	0	0.034	0	0	0.003	0.963	0	0	low	0.15	goodExposure	0.7	low	0.01	TRUE	FALSE	FALSE	FALSE	FALSE	0.3	FALSE	vc409_tw.jpeg
758a420f-d212-44fd-b6ae-6f950fc8abc8	63	63	107	107	1	0	2.2	-4.2	male	46.8	0.3	0.1	0	NoGlasses	0	0	0	0	1	0	0	0	low	0.07	goodExposure	0.67	medium	0.37	FALSE	FALSE	FALSE	FALSE	FALSE	0.16	FALSE	vc899_cb.jpeg
dd8aa4ce-953c-4b5a-8791-e7e401f0bde5	69	86	92	92	0.995	0	5.5	5	male	38.3	0	0	0	NoGlasses	0.002	0	0.002	0	0.995	0.001	0	0	low	0.11	goodExposure	0.66	low	0.2	TRUE	FALSE	FALSE	FALSE	FALSE	0.01	FALSE	vc100_cb.jpeg
f094c13d-7f20-40b5-b001-b9c7fb531c64	151	35	174	174	1	0	-5	-12.8	male	54.5	0	0.2	0	NoGlasses	0	0	0	0	1	0	0	0	medium	0.32	goodExposure	0.63	low	0.08	FALSE	FALSE	FALSE	FALSE	FALSE	0.72	FALSE	vc110_cb.jpeg
94d07841-c536-4dc1-aabc-f78f6a562817	67	95	66	66	1	0	-1.9	0.9	male	42.8	0.1	0.1	0	NoGlasses	0	0	0	0	1	0	0	0	medium	0.4	goodExposure	0.64	low	0.1	FALSE	FALSE	FALSE	FALSE	FALSE	0.01	FALSE	vc889_cb.jpeg
bd3cf63b-732e-44c4-b5b3-08978bc66ef9	81	155	83	83	0.522	0	2.6	0.5	male	38.3	0.1	0.1	0	ReadingGlasses	0	0.001	0	0	0.522	0.476	0	0	low	0.03	goodExposure	0.66	low	0	FALSE	FALSE	FALSE	FALSE	FALSE	0.01	FALSE	vc595_tw.jpeg
37f2f51f-98d5-41e0-bd7a-3cf3da7ea60c	59	32	104	104	0.748	0	-0.2	-11.4	male	34	0.4	0.4	0.2	NoGlasses	0	0	0	0	0.748	0.252	0	0	low	0.02	goodExposure	0.63	low	0.08	FALSE	TRUE	FALSE	FALSE	FALSE	0.01	FALSE	vc282_cb.jpeg
0f411f0f-0d16-4683-b40b-ced0229aec02	41	68	77	77	0.402	0	-1.9	-10.8	male	72.6	0.9	0.8	0.9	NoGlasses	0.001	0.001	0	0	0.402	0.596	0	0	high	0.76	goodExposure	0.64	medium	0.67	FALSE	FALSE	FALSE	FALSE	FALSE	0.01	FALSE	vc67_cb.jpeg
cdad145b-2bb0-4f9d-8a52-5ea8f4e258e6	14	66	63	63	0.961	0	-4.1	-15.3	male	62.6	0.2	0	0	ReadingGlasses	0	0	0	0	0.961	0.037	0	0	high	0.94	overExposure	0.75	high	0.79	FALSE	FALSE	FALSE	FALSE	FALSE	0.47	FALSE	vc77_cb.jpeg
e8fa5103-2ae1-4e6c-993b-ad253ae7fcd8	34	109	47	47	1	0	-2.1	0	male	48.7	0.5	0.5	0	ReadingGlasses	0	0	0	0	1	0	0	0	low	0.23	goodExposure	0.72	low	0.3	FALSE	FALSE	FALSE	FALSE	FALSE	0.97	FALSE	vc292_cb.jpeg
abdf0f81-d53f-4723-b5b4-7311726d35d9	62	40	111	111	0.943	0	-0.7	-4.4	male	42.8	0.3	0.1	0.1	ReadingGlasses	0	0.002	0	0	0.943	0.049	0.006	0	low	0	goodExposure	0.63	medium	0.57	FALSE	TRUE	FALSE	FALSE	FALSE	0.92	FALSE	vc847_tw.jpeg
afbbff40-5b85-42b4-812d-7d7ffb890143	109	62	132	132	0.043	0	6.7	14.2	male	30.9	0	0.2	0	NoGlasses	0.001	0.017	0	0	0.043	0.936	0.002	0	low	0.23	goodExposure	0.67	low	0.01	TRUE	TRUE	FALSE	FALSE	FALSE	0.01	FALSE	vc516_cb.jpeg
