im1_name,im2_name,Task type,im1,im2,pair_ind,rep
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_emotional/028598.jpg,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_emotional/140728.jpg,ground_truth,0,1,30,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_emotional/165921.jpg,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_emotional/049995.jpg,ground_truth,0,1,34,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_emotional/052872.jpg,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_emotional/059355.jpg,ground_truth,1,0,23,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_emotional/024539.jpg,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_emotional/160268.jpg,ground_truth,1,0,4,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_emotional/048555.jpg,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_emotional/150830.jpg,ground_truth,1,0,14,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_emotional/196526.jpg,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_emotional/005407.jpg,ground_truth,0,1,29,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_emotional/172332.jpg,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_emotional/162314.jpg,ground_truth,0,1,28,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_emotional/018495.jpg,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_emotional/014036.jpg,ground_truth,0,1,16,1
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_emotional/180662.jpg,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_emotional/201546.jpg,ground_truth,0,1,11,1
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_emotional/069301.jpg,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_emotional/065764.jpg,ground_truth,1,0,18,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_emotional/104860.jpg,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_emotional/191219.jpg,ground_truth,1,0,32,1
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_emotional/182776.jpg,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_emotional/081442.jpg,ground_truth,0,1,20,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_emotional/020383.jpg,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_emotional/158343.jpg,ground_truth,1,0,25,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_emotional/179200.jpg,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_emotional/116643.jpg,ground_truth,0,1,6,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_emotional/097670.jpg,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_emotional/032770.jpg,ground_truth,1,0,2,1
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_emotional/073829.jpg,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_emotional/163226.jpg,ground_truth,1,0,7,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_emotional/058863.jpg,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_emotional/145447.jpg,ground_truth,1,0,19,1
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_emotional/135214.jpg,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_emotional/105530.jpg,ground_truth,1,0,1,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_emotional/018495.jpg,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_emotional/014036.jpg,ground_truth,0,1,16,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_emotional/122913.jpg,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_emotional/043035.jpg,ground_truth,0,1,0,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_emotional/040244.jpg,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_emotional/097191.jpg,ground_truth,0,1,15,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_emotional/151791.jpg,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_emotional/137263.jpg,ground_truth,1,0,5,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_emotional/180662.jpg,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_emotional/201546.jpg,ground_truth,0,1,11,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_emotional/089100.jpg,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_emotional/058683.jpg,ground_truth,0,1,9,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_emotional/140526.jpg,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_emotional/130100.jpg,ground_truth,0,1,8,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_emotional/007582.jpg,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_emotional/197889.jpg,ground_truth,1,0,12,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_emotional/165757.jpg,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_emotional/051115.jpg,ground_truth,0,1,22,1
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_emotional/156116.jpg,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_emotional/125463.jpg,ground_truth,0,1,37,0
