im1_name,im2_name,Task type,im1,im2,pair_ind,rep
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087440_2.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087580_8.0_AE.png,Different,0,1,46,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087392_8.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087392_2.0_AE.png,Same,1,0,1,1
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087448_2.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087557_8.0_AE.png,Different,0,1,54,1
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087551_8.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087451_2.0_AE.png,Different,1,0,57,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087546_8.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087446_2.0_AE.png,Different,1,0,52,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087405_2.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087405_8.0_AE.png,Same,0,1,13,1
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087399_2.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087399_8.0_AE.png,Same,0,1,7,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087569_8.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087469_2.0_AE.png,Different,1,0,73,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087415_8.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087415_2.0_AE.png,Same,1,0,23,1
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087558_8.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087458_2.0_AE.png,Different,1,0,63,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087582_8.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087483_2.0_AE.png,Different,1,0,86,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087417_2.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087417_8.0_AE.png,Same,0,1,25,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087426_2.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087426_8.0_AE.png,Same,0,1,34,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087577_8.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087477_2.0_AE.png,Different,1,0,81,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087541_8.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087441_2.0_AE.png,Different,1,0,47,1
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087415_2.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087415_8.0_AE.png,Same,0,1,23,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087424_2.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087424_8.0_AE.png,Same,0,1,32,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087442_2.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087542_8.0_AE.png,Different,0,1,48,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087550_8.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087450_2.0_AE.png,Different,1,0,56,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087391_2.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087391_8.0_AE.png,Same,0,1,0,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087436_2.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087436_8.0_AE.png,Same,0,1,43,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087414_2.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087414_8.0_AE.png,Same,0,1,22,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087465_2.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087468_8.0_AE.png,Different,0,1,70,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087420_2.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087420_8.0_AE.png,Same,0,1,28,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087401_2.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087401_8.0_AE.png,Same,0,1,9,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087419_8.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087419_2.0_AE.png,Same,1,0,27,1
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087409_2.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087409_8.0_AE.png,Same,0,1,17,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087418_8.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087418_2.0_AE.png,Same,1,0,26,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087551_8.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087451_2.0_AE.png,Different,1,0,57,1
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087421_8.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087421_2.0_AE.png,Same,1,0,29,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087553_8.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087453_2.0_AE.png,Different,1,0,59,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087575_8.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087475_2.0_AE.png,Different,1,0,79,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087471_2.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087571_8.0_AE.png,Different,0,1,75,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087422_8.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087422_2.0_AE.png,Same,1,0,30,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087438_2.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087538_8.0_AE.png,Different,0,1,45,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087449_2.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087549_8.0_AE.png,Different,0,1,55,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087574_8.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087474_2.0_AE.png,Different,1,0,78,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087405_2.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087405_8.0_AE.png,Same,0,1,13,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087416_2.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087416_8.0_AE.png,Same,0,1,24,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087463_2.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087563_8.0_AE.png,Different,0,1,68,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087397_8.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087397_2.0_AE.png,Same,1,0,5,1
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/163099.jpg,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/017814.jpg,ground_truth,0,1,94,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087467_2.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087567_8.0_AE.png,Different,0,1,72,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087397_2.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087397_8.0_AE.png,Same,0,1,5,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087425_8.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087425_2.0_AE.png,Same,1,0,33,1
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087423_2.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087423_8.0_AE.png,Same,0,1,31,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087433_2.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087433_8.0_AE.png,Same,0,1,41,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087427_8.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087427_2.0_AE.png,Same,1,0,35,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087434_8.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087434_2.0_AE.png,Same,1,0,42,1
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087434_8.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087434_2.0_AE.png,Same,1,0,42,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087408_2.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087408_8.0_AE.png,Same,0,1,16,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087425_8.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087425_2.0_AE.png,Same,1,0,33,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087406_2.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087406_8.0_AE.png,Same,0,1,14,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087540_8.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087480_2.0_AE.png,Different,1,0,84,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087459_2.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087559_8.0_AE.png,Different,0,1,64,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087413_2.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087413_8.0_AE.png,Same,0,1,21,1
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087431_2.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087431_8.0_AE.png,Same,0,1,39,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087403_8.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087403_2.0_AE.png,Same,1,0,11,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087454_2.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087554_8.0_AE.png,Different,0,1,60,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/028757.jpg,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/063159.jpg,ground_truth,0,1,93,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087447_2.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087547_8.0_AE.png,Different,0,1,53,1
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087412_8.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087412_2.0_AE.png,Same,1,0,20,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087554_8.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087454_2.0_AE.png,Different,1,0,60,1
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087429_8.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087429_2.0_AE.png,Same,1,0,37,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087476_2.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087568_8.0_AE.png,Different,0,1,80,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/183037.jpg,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/105842.jpg,ground_truth,0,1,98,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087544_8.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087444_2.0_AE.png,Different,1,0,50,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/051409.jpg,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/109934.jpg,ground_truth,1,0,90,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087534_8.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087486_2.0_AE.png,Different,1,0,89,1
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087441_2.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087541_8.0_AE.png,Different,0,1,47,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087404_2.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087404_8.0_AE.png,Same,0,1,12,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087445_2.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087545_8.0_AE.png,Different,0,1,51,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087547_8.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087447_2.0_AE.png,Different,1,0,53,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/150350.jpg,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/142336.jpg,ground_truth,1,0,97,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087461_2.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087561_8.0_AE.png,Different,0,1,66,1
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087394_8.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087394_2.0_AE.png,Same,1,0,3,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087472_2.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087572_8.0_AE.png,Different,0,1,76,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087479_2.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087579_8.0_AE.png,Different,0,1,83,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087473_2.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087573_8.0_AE.png,Different,0,1,77,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087452_2.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087552_8.0_AE.png,Different,0,1,58,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087450_2.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087550_8.0_AE.png,Different,0,1,56,1
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087396_8.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087396_2.0_AE.png,Same,1,0,4,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087411_2.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087411_8.0_AE.png,Same,0,1,19,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087410_2.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087410_8.0_AE.png,Same,0,1,18,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087392_2.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087392_8.0_AE.png,Same,0,1,1,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087570_8.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087470_2.0_AE.png,Different,1,0,74,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087400_8.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087400_2.0_AE.png,Same,1,0,8,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087542_8.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087442_2.0_AE.png,Different,1,0,48,1
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087402_8.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087402_2.0_AE.png,Same,1,0,10,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087432_8.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087432_2.0_AE.png,Same,1,0,40,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087407_2.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087407_8.0_AE.png,Same,0,1,15,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/101536.jpg,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/042063.jpg,ground_truth,0,1,96,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087455_2.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087555_8.0_AE.png,Different,0,1,61,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087461_2.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087561_8.0_AE.png,Different,0,1,66,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/065232.jpg,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/046077.jpg,ground_truth,0,1,91,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087398_8.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087398_2.0_AE.png,Same,1,0,6,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087557_8.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087448_2.0_AE.png,Different,1,0,54,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087464_2.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087529_8.0_AE.png,Different,0,1,69,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/059649.jpg,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/069891.jpg,ground_truth,0,1,95,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087460_2.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087560_8.0_AE.png,Different,0,1,65,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/058879.jpg,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/012584.jpg,ground_truth,1,0,99,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087556_8.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087456_2.0_AE.png,Different,1,0,62,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087393_8.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087393_2.0_AE.png,Same,1,0,2,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087471_2.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087571_8.0_AE.png,Different,0,1,75,1
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087419_2.0_AE.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_trustworthy/087419_8.0_AE.png,Same,0,1,27,0
