im1_name,im2_name,Task type,im1,im2,pair_ind,rep
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_responsible/003364.jpg,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_responsible/105137.jpg,ground_truth,0,1,36,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_responsible/086414.jpg,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_responsible/152827.jpg,ground_truth,1,0,21,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_responsible/143885.jpg,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_responsible/157343.jpg,ground_truth,0,1,10,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_responsible/094964.jpg,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_responsible/052930.jpg,ground_truth,1,0,23,1
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_responsible/066878.jpg,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_responsible/154412.jpg,ground_truth,1,0,19,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_responsible/016460.jpg,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_responsible/154490.jpg,ground_truth,0,1,14,1
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_responsible/172533.jpg,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_responsible/076422.jpg,ground_truth,0,1,15,1
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_responsible/037451.jpg,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_responsible/059649.jpg,ground_truth,1,0,17,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_responsible/123211.jpg,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_responsible/030595.jpg,ground_truth,0,1,31,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_responsible/038546.jpg,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_responsible/063159.jpg,ground_truth,0,1,7,1
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_responsible/178011.jpg,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_responsible/195507.jpg,ground_truth,0,1,32,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_responsible/048954.jpg,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_responsible/058879.jpg,ground_truth,0,1,27,1
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_responsible/031716.jpg,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_responsible/153478.jpg,ground_truth,0,1,38,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_responsible/002208.jpg,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_responsible/163099.jpg,ground_truth,1,0,3,1
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_responsible/161851.jpg,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_responsible/050911.jpg,ground_truth,0,1,13,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_responsible/174697.jpg,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_responsible/197796.jpg,ground_truth,0,1,22,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_responsible/050911.jpg,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_responsible/161851.jpg,ground_truth,1,0,13,1
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_responsible/198203.jpg,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_responsible/066620.jpg,ground_truth,0,1,30,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_responsible/179277.jpg,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_responsible/058057.jpg,ground_truth,0,1,34,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_responsible/094964.jpg,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_responsible/052930.jpg,ground_truth,1,0,23,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_responsible/069891.jpg,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_responsible/101536.jpg,ground_truth,1,0,4,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_responsible/154490.jpg,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_responsible/016460.jpg,ground_truth,1,0,14,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_responsible/127601.jpg,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_responsible/073886.jpg,ground_truth,0,1,29,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_responsible/183108.jpg,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_responsible/161106.jpg,ground_truth,0,1,28,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_responsible/021977.jpg,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_responsible/155810.jpg,ground_truth,0,1,16,1
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_responsible/026582.jpg,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_responsible/202381.jpg,ground_truth,0,1,11,1
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_responsible/146338.jpg,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_responsible/126710.jpg,ground_truth,1,0,18,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_responsible/195507.jpg,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_responsible/178011.jpg,ground_truth,1,0,32,1
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_responsible/142159.jpg,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_responsible/110505.jpg,ground_truth,0,1,20,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_responsible/127936.jpg,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_responsible/164055.jpg,ground_truth,1,0,25,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_responsible/042807.jpg,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_responsible/059098.jpg,ground_truth,0,1,6,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_responsible/139565.jpg,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_responsible/032883.jpg,ground_truth,1,0,2,1
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_responsible/063159.jpg,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_responsible/038546.jpg,ground_truth,1,0,7,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_responsible/066878.jpg,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_responsible/154412.jpg,ground_truth,1,0,19,1
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_responsible/081442.jpg,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_responsible/065232.jpg,ground_truth,1,0,1,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_responsible/021977.jpg,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_responsible/155810.jpg,ground_truth,0,1,16,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_responsible/109934.jpg,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_responsible/051703.jpg,ground_truth,0,1,0,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_responsible/172533.jpg,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_responsible/076422.jpg,ground_truth,0,1,15,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_responsible/186784.jpg,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_responsible/058718.jpg,ground_truth,1,0,5,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_responsible/026582.jpg,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_responsible/202381.jpg,ground_truth,0,1,11,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_responsible/144125.jpg,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_responsible/085594.jpg,ground_truth,0,1,9,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_responsible/096230.jpg,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_responsible/062871.jpg,ground_truth,0,1,8,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_responsible/124399.jpg,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_responsible/053640.jpg,ground_truth,1,0,12,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_responsible/174697.jpg,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_responsible/197796.jpg,ground_truth,0,1,22,1
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_responsible/028928.jpg,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_responsible/128593.jpg,ground_truth,0,1,37,0
