faceId	faceTopDimension	faceLeftDimension	faceWidthDimension	faceHeightDimension	Smile	pitch	roll	yaw	gender	age	moustache	beard	sideburns	glasses	anger	contempt	disgust	fear	hapiness	neutral	sadness	surprise	blurlevel	blurvalue	exposurelevel	exposurevalue	noiselevel	noisevalue	eymakeup	lipmakeup	foreheadoccluded	eyeoccluded	mouthoccluded	hair-bald	hair-invisible	img_name	
515f996d-6962-4118-ac48-8f5bba7b1702	42	34	101	101	1.0	0.0	1.3	-5.3	male	44.0	0.2	0.1	0.1	NoGlasses	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	low	0.0	goodExposure	0.66	low	0.0	False	False	False	False	False	0.99	False	e3372_cb.jpg
e42a6807-0954-47a0-951b-6a59c6da4003	54	38	223	223	0.99	0.0	-1.2	2.3	male	52.5	0.0	0.3	0.1	ReadingGlasses	0.0	0.0	0.0	0.0	0.99	0.01	0.0	0.0	low	0.04	goodExposure	0.63	low	0.0	False	False	False	False	False	0.99	False	e2441_tw.jpg
dccd66b8-55de-4a2f-a31e-cc7f646f6023	49	37	125	125	0.462	0.0	0.4	-5.5	male	36.0	0.0	0.1	0.0	ReadingGlasses	0.0	0.0	0.0	0.0	0.462	0.538	0.0	0.0	low	0.12	goodExposure	0.74	low	0.08	False	False	False	False	False	0.03	False	e76_cb.jpg
61aa41bc-45d5-49ed-98e1-5b9a78a61c2b	30	22	109	109	1.0	0.0	2.8	-15.6	female	29.2	0.0	0.0	0.0	NoGlasses	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	high	0.98	goodExposure	0.74	low	0.0	True	True	False	False	False	0.08	False	e6288_cb.jpg
e987da6a-2500-4c2e-aef2-06b9ebeb26a2	31	20	113	113	1.0	0.0	4.2	4.1	female	34.2	0.0	0.0	0.0	NoGlasses	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	low	0.0	goodExposure	0.57	low	0.12	True	True	False	False	False	0.0	False	e2950_cb.jpg
f370d227-9499-4662-bd09-c993b00202db	30	27	112	112	0.948	0.0	-7.8	-4.9	female	32.9	0.0	0.0	0.0	NoGlasses	0.0	0.0	0.0	0.045	0.948	0.0	0.0	0.007	low	0.1	goodExposure	0.51	low	0.23	True	True	False	False	False	0.01	False	e1158_cb.jpg
cbc14d70-169e-49a7-bec2-15b3c16f0479	33	16	122	122	1.0	0.0	11.9	2.2	female	38.7	0.0	0.0	0.0	NoGlasses	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	low	0.19	goodExposure	0.63	medium	0.54	True	True	False	False	False	0.03	False	e4215_cb.jpg
d072fdff-5956-4d3f-a945-5a571620b2fb	35	25	112	112	0.996	0.0	-0.8	-3.9	female	33.0	0.0	0.0	0.0	ReadingGlasses	0.0	0.0	0.0	0.0	0.996	0.003	0.0	0.0	medium	0.69	goodExposure	0.57	high	0.93	False	False	False	False	False	0.02	False	e4315_cb.jpg
3cb85f92-5c1a-4c2c-81bd-9c2d91ba1b23	21	13	61	61	0.007	0.0	-3.5	-0.8	male	26.9	0.5	0.4	0.2	NoGlasses	0.004	0.032	0.004	0.048	0.007	0.6	0.288	0.018	low	0.22	goodExposure	0.67	low	0.0	False	False	False	False	False	0.13	False	e4444_cb.jpg
a6d37d84-6fa4-4f32-904a-42bbb6e138dd	25	19	90	90	1.0	0.0	-4.1	-2.7	male	66.7	0.5	0.4	0.1	NoGlasses	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	medium	0.39	goodExposure	0.61	medium	0.44	False	False	False	False	False	0.84	False	e1709_cb.jpg
f8ecd05f-001b-4fc6-aa4c-a4d68a6357b5	34	25	90	90	1.0	0.0	-3.7	-2.7	male	38.3	0.0	0.1	0.0	NoGlasses	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	low	0.01	goodExposure	0.6	medium	0.44	False	False	False	False	False	0.05	False	e2850_cb.jpg
94f69a9a-2304-4040-851f-98661f809af1	27	20	75	75	1.0	0.0	-3.8	-3.3	female	25.1	0.0	0.0	0.0	NoGlasses	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	low	0.0	goodExposure	0.65	medium	0.36	True	True	False	False	False	0.03	False	e1058_cb.jpg
1f842c4e-db62-4deb-8781-f0a9602164fa	17	16	77	77	0.002	0.0	-13.1	19.8	male	30.6	0.1	0.1	0.1	NoGlasses	0.0	0.001	0.0	0.0	0.002	0.996	0.0	0.0	low	0.01	overExposure	1.0	low	0.0	True	False	False	False	False	0.0	False	e3881_cb.jpg
dfa22bdf-b2b8-413c-975d-2bf0428c684b	17	12	59	59	1.0	0.0	-0.4	-8.5	male	49.4	0.0	0.0	0.0	NoGlasses	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	low	0.0	goodExposure	0.56	high	1.0	False	False	False	False	False	0.46	False	e7324_cb.jpg
5043bfc5-d50f-40d0-855e-7bb40f55c700	33	25	104	104	1.0	0.0	-2.5	2.8	male	41.1	0.2	0.2	0.1	ReadingGlasses	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	medium	0.52	overExposure	0.75	low	0.08	False	False	False	False	False	0.28	False	e6142_cb.jpg
c7e8308d-2a27-4ddb-9596-7ef94089038b	26	24	68	68	1.0	0.0	-8.0	3.7	male	42.2	0.4	0.5	0.3	NoGlasses	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	medium	0.49	overExposure	0.92	low	0.0	False	False	False	False	False	0.03	False	e7475_cb.jpg
67deec78-9019-4176-bbab-4bdeed3856a7	31	21	115	115	0.698	0.0	-7.2	24.3	male	36.0	0.0	0.2	0.0	NoGlasses	0.0	0.001	0.0	0.0	0.698	0.301	0.0	0.0	medium	0.46	goodExposure	0.69	low	0.18	False	False	False	False	False	0.45	False	e2738_cb.jpg
fb276ce5-af6b-465d-84bf-ae0fc1b9556b	25	19	72	72	0.893	0.0	-2.0	-6.4	male	35.7	0.1	0.2	0.2	NoGlasses	0.0	0.0	0.0	0.0	0.893	0.106	0.0	0.0	medium	0.54	goodExposure	0.54	medium	0.61	False	False	False	False	False	0.01	False	e2069_cb.jpg
acc970fe-d743-4a3e-b8bb-d749f0ba761b	20	15	70	70	1.0	0.0	-11.7	-3.6	male	31.6	0.2	0.2	0.2	NoGlasses	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	low	0.09	overExposure	0.85	medium	0.5	False	False	False	False	False	0.02	False	e7193_cb.jpg
d74aae11-f949-47e3-b94d-97ccaa77b311	41	26	116	116	1.0	0.0	-7.8	-7.3	female	32.9	0.0	0.0	0.0	NoGlasses	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	low	0.08	overExposure	1.0	low	0.0	True	False	False	False	False	0.01	False	e1961_cb.jpg
84d27f5a-ee85-417d-b9f5-e6310545f804	39	25	190	190	1.0	0.0	4.4	11.5	male	37.9	0.2	0.0	0.2	NoGlasses	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	medium	0.32	goodExposure	0.65	medium	0.46	False	False	False	False	False	0.02	False	e2638_cb.jpg
57a175ff-9ba4-45db-abda-a4f2b9683ba3	29	27	84	84	0.96	0.0	-2.8	17.8	male	43.1	0.1	0.0	0.0	NoGlasses	0.039	0.0	0.0	0.0	0.96	0.0	0.0	0.0	medium	0.43	goodExposure	0.61	medium	0.54	True	False	False	False	False	0.46	False	e2169_cb.jpg
62334829-3381-4cdb-b0c6-33abfaa7ba25	31	19	110	110	1.0	0.0	4.7	8.3	male	44.5	0.0	0.0	0.0	NoGlasses	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	low	0.21	goodExposure	0.68	low	0.15	False	False	False	False	False	0.99	False	e6246_tw.jpg
5ebf184c-2168-4e3a-9ab2-b8cd27614456	23	19	71	71	1.0	0.0	-8.6	-4.7	male	35.3	0.4	0.4	0.2	NoGlasses	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	medium	0.48	goodExposure	0.73	medium	0.61	False	False	False	False	False	0.19	False	e7224_cb.jpg
88b6f9a9-f0ea-4ea2-a1c6-a242d9990081	17	6	85	82	0.999	0.0	-1.5	-17.5	male	41.4	0.0	0.0	0.0	NoGlasses	0.0	0.0	0.0	0.0	0.999	0.0	0.001	0.0	medium	0.66	overExposure	0.75	low	0.29	False	False	False	False	False	0.92	False	e6713_cb.jpg
018118af-37da-4863-8bdd-dca25bc615e4	39	32	149	149	0.989	0.0	-0.2	-7.9	male	37.6	0.2	0.0	0.1	NoGlasses	0.0	0.0	0.0	0.0	0.989	0.011	0.0	0.0	medium	0.32	goodExposure	0.67	low	0.14	False	False	False	False	False	0.99	False	e7575_cb.jpg
64a70f82-2753-4d62-98c6-92a08adfc0fd	47	19	166	166	0.0	0.0	-0.6	-27.4	male	26.2	0.1	0.0	0.2	NoGlasses	0.0	0.0	0.0	0.0	0.0	0.997	0.002	0.0	medium	0.67	overExposure	0.83	low	0.04	True	True	False	False	False	0.01	False	e8713_tw.jpg
3f036ba3-340e-4199-9008-af467e746a6c	37	26	112	112	1.0	0.0	-4.4	18.1	male	33.3	0.2	0.1	0.1	NoGlasses	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	medium	0.52	overExposure	0.8	medium	0.51	True	True	False	False	False	0.02	False	e8246_cb.jpg
740363ab-466d-430f-9da8-6d8f3cb64951	29	20	100	100	0.977	0.0	0.5	-6.1	male	54.2	0.2	0.3	0.1	ReadingGlasses	0.001	0.0	0.012	0.0	0.977	0.01	0.0	0.0	medium	0.37	goodExposure	0.67	low	0.0	False	False	False	False	False	0.88	False	e380_cb.jpg
7f05562c-25d3-4fa5-b65c-0c385bb4d3d6	30	27	99	99	0.98	0.0	-3.6	-2.2	female	26.0	0.0	0.0	0.0	NoGlasses	0.0	0.002	0.0	0.0	0.98	0.017	0.0	0.0	low	0.23	goodExposure	0.53	low	0.12	False	False	False	False	False	0.0	False	e1125_cb.jpg
0cd6f4d4-d419-4be8-b7fa-874ec2575df4	44	32	100	100	0.031	0.0	-2.1	-4.0	male	31.4	0.4	0.5	0.4	NoGlasses	0.0	0.01	0.0	0.0	0.031	0.959	0.0	0.0	low	0.0	overExposure	0.86	low	0.0	False	False	False	False	False	0.02	False	e6806_cb.jpg
52f5164c-b1fe-4995-91a1-52a0fb24a38f	16	13	55	55	0.787	0.0	-2.8	-3.1	male	38.8	0.0	0.1	0.0	NoGlasses	0.001	0.003	0.0	0.0	0.787	0.209	0.0	0.0	high	1.0	goodExposure	0.65	high	0.96	False	False	False	False	False	0.02	False	e1321_tw.jpg
4d3f9ed2-8e92-43dc-8ac5-52b5d639e179	16	10	62	62	0.991	0.0	-1.4	-3.3	male	29.8	0.2	0.1	0.1	NoGlasses	0.0	0.0	0.0	0.0	0.991	0.009	0.0	0.0	low	0.0	goodExposure	0.68	low	0.0	True	False	False	False	False	0.01	False	e137_cb.jpg
80d8bb37-d7ce-4b60-aefb-ee7e4293a84d	37	32	92	92	1.0	0.0	-8.0	5.6	male	29.8	0.0	0.1	0.3	ReadingGlasses	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	low	0.02	goodExposure	0.63	low	0.0	False	False	False	False	False	0.01	False	e666_cb.jpg
17b8f3a9-27e1-4617-9732-4330388de5d7	27	19	70	70	0.997	0.0	-0.5	-2.6	male	34.1	0.0	0.1	0.0	NoGlasses	0.0	0.0	0.0	0.0	0.997	0.003	0.0	0.0	medium	0.63	goodExposure	0.63	high	0.96	False	False	False	False	False	0.99	False	e1392_cb.jpg
1a027fec-1cda-467d-80e4-8268b5645196	33	24	123	123	0.0	0.0	-1.7	-12.9	male	29.4	0.1	0.2	0.0	NoGlasses	0.0	0.001	0.0	0.0	0.0	0.994	0.003	0.0	medium	0.69	overExposure	0.76	medium	0.52	False	False	False	False	False	0.73	False	e4368_cb.jpg
affd5922-4658-448a-97a8-239cb01bef19	42	32	131	131	1.0	0.0	-3.7	11.9	male	29.8	0.2	0.3	0.1	NoGlasses	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	medium	0.73	goodExposure	0.69	low	0.0	False	False	False	False	False	0.54	False	e6906_cb.jpg
ec12f754-3b96-4cba-b5de-93a215ad349c	98	62	353	353	1.0	0.0	1.1	-3.7	male	51.1	0.1	0.0	0.0	NoGlasses	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	low	0.0	overExposure	0.76	low	0.17	False	False	False	False	False	0.96	False	e1221_tw.jpg
48f516c3-3f42-4094-aa6b-c57309d7c510	38	29	96	96	0.998	0.0	4.7	2.0	male	33.9	0.0	0.0	0.0	ReadingGlasses	0.0	0.0	0.0	0.0	0.998	0.002	0.0	0.0	medium	0.3	goodExposure	0.63	medium	0.68	False	False	False	False	False	0.0	False	e280_cb.jpg
83f03356-6ba8-4a7e-a401-3c0b9b34fcd6	51	44	151	151	1.0	0.0	-2.6	8.5	male	42.0	0.1	0.2	0.1	Sunglasses	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	low	0.0	goodExposure	0.69	low	0.09	False	False	False	False	False	0.06	False	e1025_cb.jpg
8a93e647-9830-4caa-91e3-3951132bfc04	37	31	103	103	0.936	0.0	0.3	14.0	male	25.4	0.0	0.4	0.1	NoGlasses	0.0	0.001	0.001	0.0	0.936	0.06	0.0	0.001	high	0.83	overExposure	0.79	low	0.17	False	True	False	False	False	0.02	False	e766_cb.jpg
c7c0c187-2812-45cb-ac6c-0babddc5f9e5	42	30	107	107	1.0	0.0	1.3	1.1	female	21.1	0.0	0.0	0.0	NoGlasses	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	low	0.18	goodExposure	0.59	low	0.0	False	False	False	False	False	0.04	False	e1617_cb.jpg
e622a989-7207-450f-b110-a62d19436910	37	25	103	103	0.719	0.0	-1.7	-15.5	male	36.0	0.3	0.2	0.1	ReadingGlasses	0.0	0.03	0.002	0.0	0.719	0.248	0.0	0.001	high	0.81	overExposure	0.79	low	0.0	False	False	False	False	False	0.01	False	e1146_cb.jpg
a5a14717-6204-4b53-9e01-35f5feb11660	50	38	141	141	0.01	0.0	-6.3	-5.7	male	37.0	0.2	0.3	0.3	NoGlasses	0.001	0.004	0.001	0.0	0.01	0.978	0.004	0.003	low	0.14	overExposure	0.76	low	0.08	False	False	False	False	False	0.01	False	e250_tw.jpg
da779d20-1832-422e-a40c-29555697982e	27	21	58	58	1.0	0.0	5.2	0.4	male	22.3	0.1	0.2	0.0	NoGlasses	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	high	0.92	goodExposure	0.71	high	1.0	False	False	False	False	False	0.01	False	e705_cb.jpg
12fc2ebe-28bb-44f0-bc2c-186f5e2f1092	25	27	64	64	0.002	0.0	-10.2	1.2	male	30.2	0.1	0.0	0.0	Sunglasses	0.0	0.001	0.0	0.0	0.002	0.983	0.013	0.0	high	1.0	goodExposure	0.71	high	1.0	False	False	False	False	False	0.02	False	e1046_cb.jpg
4748ec34-77d3-4f04-a87e-7c0ccc0259ee	29	13	139	136	0.135	0.0	1.1	-4.4	male	32.7	0.1	0.1	0.0	NoGlasses	0.001	0.011	0.0	0.0	0.135	0.851	0.001	0.001	low	0.0	overExposure	0.77	low	0.0	False	True	False	False	False	1.0	False	e7907_tw.jpg
144c2f0d-b437-44a5-9479-bcb4536bb9cf	24	23	67	67	1.0	0.0	-10.2	-2.5	male	39.0	0.2	0.0	0.2	NoGlasses	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	medium	0.73	overExposure	0.8	medium	0.33	False	False	False	False	False	0.36	False	e6670_cb.jpg
439247be-111b-451f-a5e2-ad9d8562b160	17	11	36	36	1.0	0.0	2.7	0.5	male	47.7	0.4	0.0	0.1	NoGlasses	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	low	0.0	goodExposure	0.69	low	0.0	False	False	False	False	False	0.98	False	e7416_cb.jpg
d2a57d8d-fc50-4915-838e-e4a1624efdd8	31	19	99	99	1.0	0.0	9.8	-12.9	male	37.2	0.1	0.1	0.0	NoGlasses	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	medium	0.3	goodExposure	0.64	low	0.12	False	False	False	False	False	0.11	False	e6121_cb.jpg
cea1c98e-b9d3-4ee4-a04c-9ef8e78c22b1	48	36	141	141	1.0	0.0	-4.8	-4.2	male	45.4	0.2	0.2	0.2	NoGlasses	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	medium	0.26	goodExposure	0.69	medium	0.53	False	False	False	False	False	0.99	False	e8396_tw.jpg
5b13348b-b321-46f2-b56c-f5c5f17ebc0a	11	9	36	36	1.0	0.0	3.2	14.2	female	25.6	0.0	0.0	0.0	NoGlasses	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	low	0.02	goodExposure	0.67	low	0.13	True	True	False	False	False	0.01	False	e1802_cb.jpg
335c826e-534e-4198-9a0c-d83ac7f1b1ea	38	31	99	99	1.0	0.0	3.1	1.9	male	28.2	0.1	0.1	0.1	NoGlasses	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	low	0.0	goodExposure	0.67	low	0.28	False	False	False	False	False	0.03	False	e910_cb.jpg
ebe89cb5-8cda-4161-8baa-76e34e25a2f8	19	15	84	84	1.0	0.0	-1.9	19.8	male	47.0	0.0	0.0	0.0	NoGlasses	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	low	0.15	goodExposure	0.59	low	0.05	False	False	False	False	False	0.11	False	e6296_cb.jpg
df3a1987-fed7-4ecf-ba69-67e8b1217310	14	10	49	49	0.374	0.0	-16.1	-1.8	male	26.1	0.0	0.1	0.0	NoGlasses	0.003	0.004	0.005	0.013	0.374	0.224	0.353	0.024	medium	0.64	goodExposure	0.64	high	1.0	False	False	False	False	False	0.03	False	e1902_cb.jpg
8b3e2575-ea09-469b-bd85-455b761e45a5	27	17	114	114	1.0	0.0	-16.2	-2.2	female	25.2	0.0	0.0	0.0	NoGlasses	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	low	0.0	overExposure	0.88	low	0.0	True	True	False	False	False	0.0	False	e7247_cb.jpg
5b273ac1-d8fc-4551-a7c3-161e49d910df	46	28	156	156	0.158	0.0	6.0	9.1	male	35.9	0.5	0.5	0.4	ReadingGlasses	0.0	0.015	0.0	0.0	0.158	0.825	0.001	0.0	low	0.0	goodExposure	0.66	low	0.02	True	False	False	False	False	0.27	False	e5829_cb.jpg
377efe65-117d-4e1a-9898-615c46be4f47	37	30	103	103	1.0	0.0	-2.5	2.1	male	32.3	0.1	0.2	0.0	ReadingGlasses	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	medium	0.31	goodExposure	0.67	medium	0.41	False	False	False	False	False	0.98	False	e7516_cb.jpg
f1b31e84-f01d-45d2-b6e2-9ae961663a09	31	0	84	86	0.049	0.0	6.0	-32.7	male	31.4	0.0	0.2	0.1	NoGlasses	0.002	0.002	0.0	0.003	0.049	0.924	0.009	0.01	high	0.91	goodExposure	0.63	medium	0.52	True	True	False	False	False	0.01	False	e4790_cb.jpg
3f61582a-1958-435d-b5ce-e27202808d1a	40	32	101	101	1.0	0.0	-2.1	-0.3	male	33.4	0.3	0.5	0.2	NoGlasses	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	low	0.0	goodExposure	0.7	low	0.0	False	False	False	False	False	0.08	False	e2933_cb.jpg
c2054b37-2173-4656-9cbe-42ec3138db72	59	43	184	184	1.0	0.0	-2.9	-5.3	female	33.4	0.0	0.0	0.0	NoGlasses	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	low	0.0	goodExposure	0.56	medium	0.31	False	False	True	False	False	0.0	True	e5214_tw.jpg
cd8500ef-c0b9-4356-af77-5be2180c8241	20	18	52	52	0.591	0.0	-0.3	-3.6	male	43.0	0.1	0.0	0.2	NoGlasses	0.0	0.011	0.0	0.0	0.591	0.398	0.0	0.0	medium	0.35	goodExposure	0.65	low	0.19	False	False	False	False	False	0.99	False	e5741_cb.jpg
3001766c-8bb4-46e0-9df1-b05a66881a58	17	12	53	53	0.438	0.0	-13.7	21.8	male	45.9	0.0	0.0	0.0	NoGlasses	0.015	0.013	0.008	0.001	0.438	0.511	0.006	0.008	medium	0.59	goodExposure	0.67	high	0.71	False	False	False	False	False	0.74	False	e6818_cb.jpg
73b06083-d168-4a80-8dc4-4140949a77da	25	24	62	62	0.938	0.0	-4.5	3.1	male	50.0	0.1	0.0	0.3	ReadingGlasses	0.0	0.001	0.002	0.0	0.938	0.058	0.001	0.0	low	0.0	overExposure	0.76	low	0.0	False	False	False	False	False	0.92	False	e4527_cb.jpg
845edd79-b225-440b-a8e7-c2d8838371d7	27	22	74	74	0.183	0.0	-3.7	12.3	male	29.7	0.0	0.1	0.0	NoGlasses	0.0	0.006	0.0	0.0	0.183	0.81	0.0	0.0	medium	0.51	overExposure	0.81	low	0.08	False	False	False	False	False	0.03	False	e4690_cb.jpg
756cbecc-79fb-4634-9811-f4b505527fdd	19	12	70	70	0.008	0.0	6.6	-3.3	male	36.9	0.6	0.3	0.3	NoGlasses	0.008	0.009	0.003	0.015	0.008	0.888	0.047	0.023	low	0.0	goodExposure	0.48	low	0.0	False	False	False	False	False	0.63	False	e4376_cb.jpg
50dd0a1a-56c5-4056-b403-679c1555261c	32	22	100	100	1.0	0.0	1.5	0.3	male	27.6	0.2	0.1	0.0	NoGlasses	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	medium	0.55	goodExposure	0.7	low	0.0	False	False	False	False	False	0.66	False	e5110_cb.jpg
022fe65f-f67d-458f-a5e2-1060858932fd	29	21	89	89	1.0	0.0	-2.6	-7.6	male	32.8	0.0	0.3	0.1	NoGlasses	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	low	0.1	goodExposure	0.7	low	0.19	True	False	False	False	False	0.01	False	e2833_cb.jpg
995ce00a-b9f2-491a-a9f3-e27e7575a222	47	38	169	169	0.223	0.0	-9.3	0.1	male	44.6	0.6	0.8	0.4	NoGlasses	0.002	0.129	0.006	0.007	0.223	0.443	0.007	0.184	medium	0.25	goodExposure	0.64	low	0.16	True	False	False	False	False	0.12	False	e4623_tw.jpg
5e6d864b-1ec1-4536-8316-0eda873a705d	22	15	59	59	0.631	0.0	-2.6	4.7	male	38.8	0.1	0.0	0.0	NoGlasses	0.0	0.001	0.0	0.0	0.631	0.368	0.0	0.0	low	0.13	goodExposure	0.73	low	0.02	False	False	False	False	False	0.55	False	e4985_cb.jpg
224b8f76-8520-48ee-8f4d-94ac4f9316bd	39	30	132	132	1.0	0.0	-7.8	-9.3	male	32.7	0.2	0.3	0.2	NoGlasses	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	low	0.0	goodExposure	0.63	low	0.0	False	False	False	False	False	0.52	False	e8409_cb.jpg
439acea9-8334-4d3a-9e32-25a2f463d692	42	21	147	147	0.987	0.0	-3.5	16.2	male	42.6	0.0	0.0	0.0	NoGlasses	0.0	0.0	0.0	0.0	0.987	0.013	0.0	0.001	medium	0.31	goodExposure	0.53	medium	0.52	False	False	False	False	False	0.18	False	e5954_cb.jpg
444607f9-0d5b-46f3-82cf-befa2cedf150	54	42	176	176	1.0	0.0	9.1	-3.9	female	44.1	0.0	0.0	0.0	NoGlasses	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	medium	0.67	goodExposure	0.6	medium	0.64	True	True	False	False	False	0.33	False	e2273_tw.jpg
2172476b-506b-4ddd-8ef8-9b0e903085fb	17	13	51	51	0.194	0.0	-6.0	6.4	male	22.4	0.0	0.0	0.1	NoGlasses	0.001	0.004	0.001	0.0	0.194	0.797	0.003	0.0	medium	0.27	goodExposure	0.71	medium	0.43	True	False	False	False	False	0.01	False	e3211_cb.jpg
57e3a7f9-53e8-4857-9840-ca09a4ef61b0	34	24	96	96	1.0	0.0	1.1	-4.2	male	39.4	0.1	0.0	0.0	NoGlasses	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	low	0.19	goodExposure	0.71	low	0.0	False	False	False	False	False	0.04	False	e7289_tw.jpg
